Transcript,SRR27137980,SRR27137981,SRR27137982,SRR27137983,SRR27137984,SRR27137985,SRR27137986,SRR27137987,SRR27137988,SRR27137989,SRR27137990,SRR27137991,SRR27137992,SRR27137993,SRR27137994,SRR27137995,SRR27137996,SRR27137997
ESW12320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW11844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW14217,77,37,61,31.218,69,79,37,37,71,64,63,89.084,89,87.29,76,116.142,31.05,38.152
ESW13692,19,12,24.085,10,25.959,23.377,11,10,30,24,20,17,13,24,21,28.032,10.086,17
ESW12306,135.25,114.337,159.875,134.944,122.055,88.065,99.697,141,145.012,120,95,136.976,139.148,181.49,138,167.36,103.538,138.489
ESW12443,2,0,5,3,2,0,3,3,1,1,4,1,2,4,1,6,1,0
ESW12555,19,30,25,31,9.023,33,24.758,73.195,58.963,22,27,37,41.077,45.98,21,25,42.283,48.999
ESW11494,4530.043,3873.644,4768.999,4300.973,6226.003,4841.913,3853.489,4444.028,8688.956,6865.977,7135.485,6184.096,4943.891,7123.108,5692.111,6153.2,4983.546,6159.255
ESW14239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW12802,12.009,24.005,25,38.454,25.004,28.007,23.069,33,26,7,15,33.056,20.145,29.009,20,21,16,27.072
ESW13447,470.291,435.953,484.232,486.385,525.947,532.575,470.114,526.079,723.055,589.694,539.405,580.01,524.61,644.203,538.27,673.729,498.495,487.39
ESW11242,97.245,55.189,73,59.361,86.598,68.003,61.079,69.273,54.007,49,57,46.104,56,59,61,95.989,48.055,63.258
ESW11763,215.952,158.789,179.559,161.328,214.206,190.306,146.223,179.672,268.582,242.102,210,218.277,218.722,221.895,227.551,241.516,161.993,183.068
ESW13592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW13005,0,1,2,0,1,2,3,1,3,3,0,1,2,3,1,2,6,5
ESW11622,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
ESW13941,120,11,25.014,1,16,66,91.817,37,86,62,45,91,71.03,47.504,36,94.112,18.091,20.009
ESW12764,137.028,74.185,133.284,135.98,247.662,160.401,162.37,176.497,437.719,436.725,303.587,284.661,205.938,286.859,334.303,214.378,158.438,193.446
ESW12763,155.806,174.49,211.287,137.113,212.41,174.822,117.153,136.822,285.427,147.107,197.409,151.556,148.127,149.734,137.213,257.027,214.008,151.162
ESW12667,1266.114,1071.832,1415.004,925.557,1367.688,1717.409,1366.519,1271.229,3166.9,2604.014,2340.7,2154.074,2000.07,2480.658,2699.469,2511.747,1269.704,1612.381
ESW12244,580.978,484.472,471.144,600.262,549.014,706.379,550.619,767.556,526.547,386.405,372,659.85,598.994,726.898,323.989,607.791,562.805,584.108
ESW12431,70.032,60,48.08,46.075,40,105,55.132,90.75,87.054,74,53,76.074,84.917,99.749,43,58.497,71.987,62.204
ESW13302,1819.91,523.735,814.267,419.096,1297.444,1132.16,792.417,484.447,711.316,600.417,629.044,1129.717,966.39,1375.489,1161.539,1828.494,423.465,353.151
ESW11088,687.282,773.515,743.732,861.973,702.871,850.079,624.635,858.73,820.26,685.255,672.11,761.733,687.494,848.866,536.579,775.16,725.973,870.754
ESW11438,70.299,47.014,27.31,75.036,76.81,23.838,27.929,75.922,33.456,43.826,50.083,56.163,46.492,47.91,46.804,40.929,78.822,93.197
ESW11725,1051.689,1005.818,1098.493,1011.459,1225.233,1225.431,962.677,1291.888,1548.687,1094.36,1120.994,1278.173,1180.04,1364.322,1037.236,1223.966,1239.738,1581.342
ESW14419,101.343,151.698,84.866,182.177,103.583,113.514,109.852,210.372,105.097,66.494,90.016,103.626,113.379,110.97,56.217,82.908,183.249,133.171
ESW12902,5.016,1.131,5.418,0,1.987,9.297,7.16,1.091,11.995,9.832,9.691,2.327,2.73,1.153,8.348,11.743,0,0
ESW13528,62.001,64.009,49,81,62.499,57.022,59,99.012,60.01,36,51,54,50,56.42,48,69,53.97,56.009
ESW12221,392.318,632.271,597.093,706.189,636.815,601.739,535.263,901.468,571.236,395,470.083,744.587,611.405,796.1,513.938,615.675,922.466,1342.265
ESW11895,307.925,296.776,337.171,312.579,252.195,506.431,256.737,339.723,382.787,317,260.597,314.508,363.744,360.464,273,357.395,427.672,377.742
ESW13198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW11795,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0
ESW14493,0,2,0,1,2,1,0,0,2,0,0,0,1,0,0,0,1,0
ESW13064,244.025,185.084,258.565,233.03,210.97,218.113,156.924,234.825,209.639,202.527,183.783,188.882,204.36,257.754,159.109,251.282,187.238,205.075
ESW14222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW12331,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3.02
ESW12823,66,50,44,111.998,149.887,24,28,77.565,2,7,23,74,69,102.492,21,45,33.437,47.868
ESW12385,135.966,138.278,124.672,145.224,90,138.562,99.064,168.261,120.532,91,63,157.428,145.106,156.486,84,130.454,111.921,149.234
ESW12908,64.632,26.541,39.07,36.566,46.422,42.417,24.391,33.08,25.206,26.479,25.218,31.074,26.094,29.347,49.065,66.88,38.037,22
ESW11096,244.285,215.649,226.534,252.015,213.288,241.136,179.312,349.245,138.45,128,118,217.071,200.603,196.535,122,208.303,225.243,315.193
ESW11847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW12691,222.057,222.917,269.815,229.091,214.297,318.986,218.693,302.024,283.283,239.068,174.544,274.606,249.303,303.256,198,281.936,240.532,267.027
ESW13646,3.322,4.078,4.326,15,4.761,10.001,0,17,4.821,3.118,0,14,2.588,0,2.323,1.678,6.452,22
ESW13647,13.678,3.922,6.674,0,12.239,0,7.001,0,4.179,7.882,8,0,6.412,20.295,5.677,8.322,5.548,0
ESW13599,153.192,108.666,122.233,127.156,67.045,153.502,145.977,214.547,58,52,43,139.203,148.594,119.309,48,155.004,94.29,129.188
ESW12228,5,5,3,5,4.157,4.231,3,9,8,6,3,10.034,10,10.003,12,6,7.389,11
ESW14076,432.028,346.736,433.74,404.508,351.231,444.189,373.373,442.094,503.44,442.978,361.985,457.484,377.076,501.802,373.444,486.419,360.129,376.383
ESW11258,294.004,180.295,264.201,178.607,342.923,282.514,236.25,245.383,432.542,423.201,361.139,353.848,300.644,406.741,363.277,426.873,209.482,246.466
ESW14546,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ESW12094,768.534,782.882,662.841,869.708,564.002,866.44,806.66,752.292,588.156,524.206,460.575,686.979,533.239,632.271,473.419,824.425,575.388,837.374
ESW12242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW12141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW13453,52,42.041,48.109,45.02,50.272,29,20,51,62,39,34,44.003,38.004,44,52,57.04,41,46.597
ESW14223,81,55.22,64,70.245,34,56,34,116.871,31,23,22,44,33,64,14,52,93.086,83.338
ESW11543,247.181,209.231,233.013,229.658,413.278,328.846,200.022,294.424,380.384,298.396,251.464,247.515,236.98,290.488,251.938,317.998,199.759,207.398
ESW11544,1017.053,839.823,836.984,920.139,974.433,983.928,756.149,1041.966,1111.71,846.905,849.515,1007.498,848.563,1059.94,826.952,1097.438,827.814,935.68
ESW14429,19.4,16.068,15.857,14.059,22.222,21.455,6.71,26.286,9.504,1.138,2.119,8.629,7.003,7.377,7.721,12.471,13.282,17.53
ESW12498,11,13,7,15.014,14,6,8,20,2,8.008,11,15,13,17.097,3,11.021,9,18
ESW14236,17,10.02,9,15,12,14,17,8,6,9,4,17.054,11,13,14,14,10,10
ESW12133,14,16,10,28,9,19,8,24,8,6,5,19,11,29,8.021,16,17.103,21.004
ESW11879,0,0,0,0,0.985,0,0,1,0,1,0,0,0,1,0,1,0,0
ESW13167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW14494,419.49,348.26,392.073,395.341,480.096,270.167,335.277,590.853,258.904,225.165,192,353.909,370.219,350.539,235.098,369.324,389.633,413.904
ESW11966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW13263,724.883,681.268,781.229,716.338,421.589,892.986,747.74,1013.596,1047.735,855.043,694.268,977.498,886.045,1065.927,547.631,868.02,802.338,809.124
ESW12462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW12427,219.3,243.87,268.273,292.186,183.373,269.189,216.268,405.625,202.689,144,125,268.046,264.907,256.293,108.363,206.865,271.759,323.682
ESW11233,56,64.896,67.51,95.136,53,74.043,47.224,103.291,65,29,34,51,66.527,79.039,30,70,66.01,77.196
ESW13562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW11854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW12868,93.314,100.375,103.186,70.135,73.323,78.74,92.809,130.36,101.764,104.126,84.801,111.686,112.303,125.263,86.085,133.325,110.584,152.048
ESW11678,695.168,652.673,645.809,658.605,469.833,530.443,392.033,714.808,277.03,252.221,220.011,617.858,530.833,690.498,350.996,567.842,560.076,648.364
ESW11246,2,6.001,9,7,12.054,6,4,9,6,14,4,12,6,4,10,12,6,11
ESW11951,15,19.034,19,23,8,12,17.009,26,22,18,16,14.022,19,20,16,26,17,16
ESW14513,26,18.113,16,13,14,12,4,16,7,7,7,11,10,9.017,4.002,26,10.042,11
ESW13360,640.545,550.505,566.29,467.572,594.048,548.304,501.569,662.445,799.948,657.211,558.558,681.01,622.289,799.012,540.248,805.807,582.585,603.582
ESW14149,385.183,345.651,317.492,412.561,432.199,348.419,304.991,496.622,404.977,344.671,326.914,215.861,312.655,206.87,279.564,397.351,215.17,445.923
ESW14150,0,0,0,0,0,0,0,0,0,0,0,118.781,0,108.446,0,0,152.583,63.345
ESW14240,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ESW13109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW14497,649.115,493.372,518.014,607.565,664.913,621.83,517.397,734.919,603.084,478.621,420.106,521.764,501.064,585.001,347.99,640.936,600.466,654.175
ESW14540,2887.622,2207.577,1835.757,2747.285,2536.967,2533.426,2432.971,2349.361,1954.758,1571.494,1561.752,2066.695,1843.83,2064.224,2040.673,2949.259,1309.559,1765.276
ESW14126,1002.153,916.126,913.345,1118.703,811.563,1081.409,801.531,1865.343,608.358,448.993,448.918,1066.102,1028.81,1130.269,330.456,754.864,1343.12,1265.719
ESW11121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW13507,0,0,0,0,1.006,0,0,0,0,0,0,1,0,1.006,0,0,0,0
ESW14292,54,59,41.026,91.663,68,43.162,34,83.161,32,15.013,33,43.423,39.023,37.158,23,37,37,54.251
ESW11293,332.79,207.988,216.778,198.648,210.93,263.92,215.099,249.377,187.436,165,152,222.043,256.289,260.809,197.021,283.542,211.389,238.551
ESW13714,1645.122,1315.016,1369.432,1476.308,1868.234,1656.623,1564.338,1360.494,1981.843,1640.161,1399.507,1504.461,1381.341,1719.007,1467.424,1969.107,1163.93,1337.032
ESW14553,297.002,157.667,255,135.637,179.815,130.288,102,161.237,116.491,80.151,89,228.809,160.548,317.746,117.144,302.563,227.763,363.891
ESW14160,382.262,265.696,353.939,289.24,408.338,316.362,288.351,460.396,261.76,167.742,185.925,391.625,344.183,410.777,200.43,362.464,380.348,483.074
ESW11606,26.379,38.985,31.634,22.191,38.644,41.076,28.211,53.027,57.442,21.505,27.66,39.364,55.609,69.357,15.486,33.08,16.915,42.66
ESW11605,42.016,24.425,35.171,38.302,26.15,42.565,26.328,47.199,14.02,24.539,17.53,38.786,27.242,11.454,13.348,42.628,37.169,40.256
ESW13971,23,4,17,2,33,18,8,2,35,17,23,38,34,20,31,35,6,7
ESW12687,15.072,11.565,18.099,14,19.988,8,14,16,14,9,1.607,10,8,18.053,6,17.057,17.06,20.916
ESW12686,0,5.435,0,0,0,0,0,0,0,0,3.393,0,0,0,0,6.943,0,0
ESW14274,98,85.001,89.089,82.179,74,105.309,75.023,118.95,102.041,79,96,108.027,82.064,99.258,79,126.552,77,107.485
ESW13438,152.009,102.066,121.222,138.042,208.912,172.69,128.73,142.398,269.809,212,172.997,200.694,132.217,181.414,155,185.491,119.035,121.437
ESW11195,2,3,2,1,6,7,5,4,9,3,8,5,11,7,1,3,3,9
ESW13717,51,18.677,23,27,103.409,35.071,34.42,36.101,77.015,78,91,43,57.174,60.139,68,60,41.326,32.024
ESW13277,57.005,45.008,65,57.395,77.307,45,27.443,56.023,35,30,31,56.945,39.089,43.013,45,58.078,37.024,61.585
ESW12719,858.226,706.561,776.116,838.526,799.143,865.87,615.693,852.435,762.254,692.04,608.147,759.46,738.717,775.656,655.251,850.489,694.155,739.593
ESW11582,48,18,23,24.007,53,38,20,30,84.016,68.036,96.71,64.274,59,77.278,92,89.004,26,27.098
ESW13188,644.259,509.139,716.56,452.141,660.676,576.56,466.382,546.451,922.967,707.978,786.997,1014.423,838.937,1089.625,704.761,804.806,646.086,1028.913
ESW11273,2,2,3,3,6,6,5.08,13,7,1,0,3,6,10,1,2,6,6
ESW13984,550.121,539.333,537.513,492.287,589.043,606.709,518.208,564.432,1771.65,1513.979,1275.336,696.348,571.171,672.215,1087.725,964.028,435.507,562.486
ESW13015,16.567,2.904,2.904,7.996,12.183,8.931,0,16.938,8.098,0,7.575,0,2.887,19.049,7.438,16.543,7.459,3.014
ESW13016,33.433,25.378,46.164,13.004,24.822,17.079,15.001,21.066,33.902,32,24.207,29,36.374,35.997,33.562,34.473,26.541,26.986
ESW11625,4,3,8,8,4,6,4,2,5,5,6,7,7,9,3,10,4,6.006
ESW13800,1,3,7,1,1,2,2,2,6,2,4,1,2,3,0,2,2,0
ESW11637,5.004,5,0,2,4,9,6.005,11,6,6,5,9,7,15,2,2,8,10
ESW13916,2,0,0,0,2,6,3,1,1.047,1,0,1,3,4,0,3,3,0
ESW12548,38,41,63,57.007,52.114,60,56.008,69.048,42,31,27,49.053,50.088,59,40,56.113,53.98,58.023
ESW13071,107,67.576,91,95.651,137.813,140.693,97.575,127.655,126.829,86,71.103,122.761,114.182,139.875,83,119.182,94.787,89.578
ESW13983,549.322,474.009,496.924,499.601,246.74,694.499,516.019,671.261,549.037,395.792,292.915,595.99,480.178,527.499,269.07,502.949,566.659,576.24
ESW11467,249.593,265.047,265.412,317.269,323.909,337.183,271.313,395.169,414.704,330.442,328.579,363.678,329.296,410.816,572.623,546.121,317.366,321.807
ESW12341,66,46.064,45.567,74.006,31.021,71.148,34.017,68.369,36.01,42,37,35.064,29.07,36.913,20.006,47,81.698,78.599
ESW13603,1,0,2,0,0,0,0,2,0,1,0,1,1,2,1,0,1,1
ESW12287,122.074,138.21,112.857,114.495,94.459,158.021,95.502,151.019,133.144,109,82,135.297,114.08,148.503,114,158.066,123.089,135.992
ESW13306,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ESW14334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW13648,51,36.017,38.174,24.134,46.046,54.174,54.032,73.545,53.026,56,59,92.636,74.069,101.984,42,65.015,59.11,67.849
ESW13891,223.049,186.569,264.834,191.791,232.554,275.817,162.94,287.559,330.48,238.013,224,329.463,308.172,377.706,214.994,294.241,301.2,279.28
ESW11426,35,27,19,41.006,19,41.013,25.987,53,66.053,68,52,30,35.047,40,31.013,37,44.775,49.404
ESW13766,236.222,199.955,246.832,229.193,209.158,228.474,151.004,256.097,236.596,200.008,163,219.277,200.81,238.549,166.226,226.253,170.213,223.323
ESW13394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW11395,4,2,9,3,8,10,8,11.038,4,4,3,12,7,6,2,4,10,10
ESW11531,14,7,11,8,12,6,5,9,13,9,9,13,8,4,17,13,2,10
ESW11460,7,4,6,6,18,13,9,4,5,8,8,11,12.009,16,7,6,6,3
ESW12672,21.94,0,2.402,0,27.582,0,0,0,13.195,9.601,0,0,2.771,8.247,0,0,0,0
ESW12671,99.316,113.199,96.75,105.614,88.598,98.827,121.318,157.862,89.805,87.487,82,122.586,133.283,135.603,115,133.173,122.708,127.639
ESW12453,268.29,157.745,303.929,165.786,395.896,179.551,155.225,193.877,325.148,293,245,169.402,158.516,168.77,281.325,326.464,243.118,210.068
ESW13481,5.498,9.836,4.221,6.047,8.709,10,9.894,6.067,14.815,19.194,4.347,13.613,7.337,16.78,11.225,18.648,4.628,6.055
ESW13480,23.502,12.164,21.779,11.953,15.367,22.02,10.138,16.933,21.185,21.806,22.653,9.387,12.666,16.246,13.775,17.161,15.372,15.945
ESW11756,187.45,158.898,176.046,187.585,254.579,204.383,212.241,291.217,159.689,121.058,128.646,175.802,145.158,176.216,144.67,224.103,198.83,219.718
ESW13525,12.01,7.005,6.999,4.996,3.985,7,6,13.507,8.99,4.364,6,6.467,6,8.998,9.998,14.615,8,11.648
ESW12337,822.388,867.677,956.929,1061.629,714.331,1244.118,768.653,1509.824,967.832,628,680.529,1171.272,934.425,1358.759,620.332,871.814,1128.087,1184.061
ESW13704,0,0,3.979,1.576,3.135,3.443,1.345,0,5.145,9.139,3.448,1.595,3.533,1.567,1.359,3.156,0,1.538
ESW13705,13,11,9.021,16.424,11.865,23.551,9.655,10.18,23.856,8.861,19.553,19.411,8.652,11.433,10.641,10.844,18,21.457
ESW12428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ESW13121,1,0,10,4,1,0,0,1,0,2,1,0,2,0,1,2,6,2
ESW11210,10,2.655,11.541,2,11,8.885,1,6.998,5.64,2,7,2.999,5.999,7,5.728,4.626,4,5
ESW12165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ESW13230,400.273,375.854,480.911,425.11,525.994,560.856,430.823,461.699,824.608,580.845,569.509,519.173,469.115,544.329,579.138,542.318,431.757,534.401
ESW12774,5,3,2,3,10,2,8,5.927,1,4,13,12,5,6,6,6.935,5,4
ESW12737,63,54.08,51,45,58,50.042,51,49.204,39.004,39,52,53,54.016,65.002,58.014,63.001,55.059,58.055
ESW12273,409.704,275.178,420.932,251.604,565.086,777.363,590.385,269.808,1159.062,877.075,878.948,1216.07,989.27,1370.554,918.909,893.811,434.159,610.885
ESW12073,1221.632,1267.39,1410.902,1282.334,1510.167,1281.398,1198.123,1565.05,2266.222,1825.15,1705.714,1599.817,1363.974,1768.779,1404.409,1663.946,1428.847,1600.578
ESW14357,14.217,7.756,12.193,3,4,5.993,6.181,6.482,4.037,5.28,4.77,1.013,10.271,7.395,6.001,9.915,3.098,1
ESW13930,344.167,311.838,307.6,326.819,300.369,330.838,291.843,540.399,412.485,316.044,249.322,420.24,359.886,407.889,204,362,430.745,433.406
ESW11866,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0
ESW13815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW14119,647.444,596.024,683.639,605.973,718.805,617.665,495.088,815.346,698.099,514.058,548.009,732.09,681.324,756.909,633.398,862.439,655.763,726.545
ESW11129,211.086,195,241.335,190.45,253.504,231.433,175.097,206.001,219,165,186,232.752,212.991,234.894,225.117,249.31,208.303,208.498
ESW11867,34.971,27.983,20.215,28.011,43.996,58.424,34.004,29.08,43.045,37.308,36.132,38.049,43.726,49.534,38,43.279,28.001,24.12
ESW13804,96,74.934,87,108.201,140.192,138.606,97.699,87.115,165.095,107.316,90.47,106.178,116.289,118.363,113,98.369,80.473,93.436
ESW11684,38,48.661,45,53,51.364,48,34,46.027,30,17,16,24,27,35.02,27,45,32,39
ESW14200,570.863,490.145,585.777,422.641,819.059,481.688,531.673,345.276,1124.559,986.173,891.993,649.233,502.868,695.857,1147.057,1054.992,369.902,441.604
ESW12451,3,3,0,8,0,1,3.002,1,3,1,2,2,2,4,4,1,3,6
ESW13361,177.547,136.311,153.187,152.518,150.674,156.222,109.706,115.41,138.231,137,114.194,121.554,104.289,161.618,123.846,173.102,104.25,111.856
ESW12642,320,281.49,304.465,339.114,364.401,424.908,329.494,399.444,381.608,292.395,247.989,356.587,352,391.089,268.521,378.816,378.283,354.422
ESW14533,1083.722,809.365,879.321,906.545,624.207,1071.255,763.864,1049.42,895.031,760.837,587.483,1205.545,959.74,1336.333,517.872,975.511,855.376,1100.483
ESW13687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW13181,46.694,47.5,34.581,55.606,67.386,30.225,21.245,91.036,21.578,15.314,30.044,65.031,50.082,78.404,26.672,41.925,75.341,99.294
ESW12437,1389.162,1471.716,1767.212,1568.8,2167.324,2140.138,1696.4,1535.065,3093.798,2385.2,2352.137,2181.018,1873.904,2459.171,2272.7,2233.433,1603.793,1940.908
ESW14327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW12899,5.378,1.775,0,9.02,2.099,17.68,12.867,1.554,26.644,30.255,31.361,13.771,0,6.428,34.928,5.08,12.321,3.502
ESW13081,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ESW12771,924.215,695.873,808.806,717.387,1092.988,774.035,728.763,896.149,1090.264,843.312,861.471,942.134,848.211,1035.263,886.221,993.905,757.658,826.253
ESW13859,345.076,275.775,283.948,252.606,287.136,196.241,208.019,264.301,227.212,170,192,237.079,237.994,282.373,218.207,319.451,278.502,271.702
ESW14197,68.123,54.029,48,86,40,68.009,46.161,64.382,28.021,19,18,56.145,62,50.147,28,51.08,44.488,38.051
ESW12269,2400.585,1817.35,2575.631,1663.392,5100.378,7158.501,5249.616,858.703,10112.131,7670.136,9602.74,8219.381,6694.105,9923.146,16003.192,11415.232,1501.647,2168.628
ESW13473,27.004,28.308,18.025,29.009,18,32.095,29.002,46.301,23,23,19,40.817,33.323,37.051,18,29,34.224,37.068
ESW14233,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,1,0,1
ESW14278,270.529,178,211.785,196.449,276.299,277,183.509,295.093,395,336,291,334.475,316.928,386.336,307,359,236.865,225.477
ESW13253,546.313,438.745,556.452,494.862,610.047,416.827,425.625,541.383,721.458,675.013,601,564.091,499.723,580.491,640.963,702.81,494.012,541.712
ESW12782,743.852,756.289,883.967,740.658,737.431,1066.614,763.406,897.577,1640.249,1441.726,1127.326,917.515,799.205,1065.386,813.823,976.576,935.118,900.78
ESW14528,649.681,733.887,657.174,755.149,582.011,510.812,420.413,932.269,595.958,518.31,413.693,798.798,630.163,734.732,412,646.138,848.204,863.784
ESW12964,11,5,5,1,9,7,5,1,12.001,16,11,7,12.012,12,22,21,5.016,6
ESW12569,136,135.555,119.786,137.728,170.282,242.449,148.667,187.926,102.508,93,92,164.004,169.006,180.73,84,129.692,186.153,185.64
ESW12739,157,101.693,102.102,116.176,158.327,141.132,103.568,145.823,120.3,93,98,152.152,131.486,143.681,127.158,156.05,115.517,145.311
ESW13710,104,44.176,52,54,78.261,51.021,42.26,56.047,99.035,66.563,60,62,45.008,73.016,63.281,66.107,54.874,35.049
ESW13111,99.35,74.133,99.295,92,96.663,109.227,78.343,101.495,83.055,85,73,81.895,80.066,84.784,92.078,93.353,69.807,87.496
ESW11271,79.101,51,54.014,63.31,37,79.231,89.419,89.004,59,61,34,89.026,76.058,83.627,33,58.141,60.187,97.098
ESW14234,418.132,162.447,240.362,126.695,326.58,371.033,249.365,154.457,1163.647,1010.891,813.129,476.077,435.734,576.182,655.13,661.911,201.271,217.084
ESW11282,244.004,65.255,80.091,90.157,427.262,1248.672,1021.269,559.089,957.581,376.714,467.503,573.923,607.622,453.786,256.288,333.275,474.996,435.483
ESW11417,87.655,67.691,98.481,74.063,70.731,80.228,60.615,27.471,153.922,94.752,99.78,85.743,60.539,88.893,103.121,99.203,39.41,36.065
ESW11416,12.5,20.692,11.519,11.937,10.289,13.927,17.409,4.529,17.348,30.248,30.249,11.866,15.582,31.241,21.879,35.797,3.598,12.935
ESW13617,57,57,64.966,52.011,46,59.327,39.006,70.052,52,32.003,32,63,56.125,70.039,36,54,41.032,48.954
ESW12263,9,6.018,1,13,10,2,0,10.682,0,0,10,6,1,1,2,6,0,4
ESW12416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW13203,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ESW13427,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ESW12520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW12368,44,42,27.003,43.269,30.1,22,15.066,38.116,55,31,25,30,30.965,40.285,26,39,29,77.06
ESW14078,101.418,74.252,61.806,61.659,196.959,204.488,200.709,170.474,198.075,259.897,157.405,251.79,336.93,289.971,228.057,183.398,102.413,246.329
ESW14079,6359.54,5106.482,5884.488,5100.033,9330.117,9268.192,8066.521,7321.547,9738.975,8156.497,8938.815,9206.577,7972.257,10561.438,8799.863,9613.019,6765.261,8066.465
ESW13939,357,247.687,275.971,236.162,180.078,248.243,229.804,339.027,284.301,202,197,275.774,296.391,305.343,219.095,299.839,235.316,269.319
ESW12357,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
ESW12623,380.016,204.994,318.609,186.7,182.685,332.98,291.053,352.459,232.106,187.113,149.981,377.446,318.762,408.435,149.513,301.744,219.342,346.084
ESW13724,495.487,432.433,488.956,498.401,413.347,440.649,391.193,681.158,377.131,275,260,472.285,476.708,506.293,277.032,456.358,443.372,506.049
ESW12959,458.186,366.23,418.611,375.087,454.192,436.947,353.422,504.126,394.675,330.403,328.518,436.684,399.226,479.761,263,458.794,404.634,415.578
ESW11260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW14422,6.99,0,0,0,0,53.761,84.506,24.379,59.809,0,23.16,0,14.349,11.359,0,0,0,0
ESW14423,57.945,115.084,84.744,149.935,131.238,65.037,66.122,180.947,61.012,23.155,49.179,101.184,81.562,74.688,32.538,90.5,117.961,114.599
ESW14421,77.031,151.393,156.555,201.649,192.495,121.56,55.161,222.361,93.191,92.081,64.781,153.207,113.921,179.451,78.988,83.01,180.25,162.566
ESW14420,63.143,95.785,86.928,121.827,77.49,119.164,101.516,186.249,143.736,79.637,98.195,128.413,106.569,131.443,59.001,83.529,168.396,132.861
ESW11927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW14113,1417.071,1104.164,1104.078,1336.055,1399.909,1163.357,1161.984,1326.31,1048.5,818.848,839.488,1090.616,1047.553,1081.198,946.671,1477.171,784.893,1021.64
ESW13439,30,30.078,20.063,45.428,41.523,49,13,30.092,33,15,28,21.003,19.228,27.07,41,39,15,19.578
ESW13568,185,158.48,156.356,190.489,141.115,167.381,131.151,262.326,224.198,172.094,128,174.223,178.221,183.689,141.026,206.19,155.435,188.195
ESW11368,78.654,86.751,77.218,125.379,95.664,92,84.01,82.708,102.022,47.072,41.135,64.465,49.211,68.561,69.151,114.868,114.061,69.455
ESW11367,57.569,33.64,64.304,0,52.336,0,0,53.531,0,59.928,59.865,34.553,46.788,42.595,36.95,42.086,0,49.545
ESW12549,166.046,202.037,204.29,204.47,104.248,182.108,152.609,287.994,172,122.291,87,218.409,195.079,175.506,84.129,167.122,261.881,292.61
ESW11589,4897.096,3806.541,4159.278,3975.182,3281.625,3913.186,3201.46,3548.002,4000.791,3331.499,2867.538,3027.29,2824.363,3456.444,3483.188,5398.237,2695.468,3410.463
ESW13137,53,50.115,43,85.593,38,74.336,34,83.015,61.02,36,29.003,52.041,50.182,63.444,19,55.036,65.364,59.045
