UniqueCount	AmbigCount
20	0
2479	73
0	0
12	37
0	37
178	560
10	556
8	237
15	237
0	0
3056	78
63	121
79	2
744	12
1	25
0	25
0	448
4	448
145	6
50	1
0	122
0	122
0	0
567	15
0	0
4	919
0	919
3	98
0	103
1	103
0	0
138	3
372	3
107	1
0	0
3	0
309	8
1838	30
258	104
0	1194
15	1195
524	17
219	2
4	1
132	6
0	0
61	25
56	0
1	0
0	0
69	6
88	1
6667	6164
31	2
127	3
538	9
453	14
406	14
0	0
0	0
0	0
0	0
6	0
2	7
21	19
0	19
31	1
0	228
0	228
0	0
0	0
0	0
398	18
241	2
166	13
1	0
2	57
5	52
0	48
79	230
34	228
10	0
7	61
0	60
1	0
0	0
309	17
15	0
1410	34
1	0
699	25
15	1
632	22
118	555
18	550
599	12
0	52
15	55
0	51
0	51
0	52
26	56
9	56
127	7
606	18
85	4
181	4
0	836
0	847
0	733
0	722
73	2
61	299
0	206
0	299
0	0
0	0
166	2
8	2
32	1
0	0
102	5
51	1202
39	1251
129	1252
213	3
0	0
39	218
0	218
477	154
146	12
66	1
2322	59
246	1
0	2
0	3
0	3
0	0
0	0
572	23
80	2
0	21
2	21
0	0
62	77
13	75
1	0
1	1731
1	1524
262	1736
0	0
0	0
1	0
0	119
61	119
148	10
0	0
54	0
1	0
708	14
0	0
70	1
0	10
1	10
219	5
386	6
0	0
17	0
421	6
0	0
20	0
0	0
0	0
222	8
802	24
87	3
542	4162
0	4155
1	1
0	1
0	0
58	158
3	156
0	0
13	6
0	56
27	56
8613	191
0	0
24	2
164	4
4	0
1	0
2	16
30	44
1499	63
22	0
0	605
128	764
0	694
233	9
0	0
39	0
145	8
74	533
379	539
4	0
917	23
1	0
30	3
0	2
0	560
86	561
1	0
10	2
2	1
1	2
1	3
0	3
1777	45
182	223
0	218
141	4
558	15
242	10
0	0
0	0
191	10
664	13
232	235
4	234
192	7
1	2
6	0
0	1014
105	1015
83	2
0	0
0	0
3	1
22	1
478	20
0	344
0	255
0	274
103	366
980	22
5806	6166
1	0
5	1
19	243
