UniqueCount	AmbigCount
9	0
2721	4
0	0
10	28
0	28
68	364
10	364
4	132
6	132
0	0
1721	2
370	559
69	0
709	1
0	11
0	11
0	271
2	271
150	0
25	0
0	100
2	100
0	0
518	0
0	0
1	716
0	716
1	83
0	85
1	85
1	0
78	0
870	0
117	1
1	0
2	1
344	0
1834	4
132	28
0	1586
5	1586
323	2
276	1
2	0
128	2
0	0
110	27
16	0
1	0
0	0
73	1
85	1
4966	4683
442	0
32	0
525	1
441	1
431	1
0	2
0	2
1	2
0	0
0	0
0	3
5	8
0	8
64	15
0	125
0	125
0	0
0	0
0	0
235	0
360	1
119	4
1	0
0	86
1	78
0	64
49	154
28	154
0	0
11	43
1	43
3	0
0	0
272	2
1	0
195	0
2	0
798	4
8	0
383	2
100	483
6	484
499	1
0	57
8	57
0	57
0	57
0	57
18	57
1	57
73	8
490	4
18	0
139	0
0	873
0	887
0	786
0	772
67	0
74	315
0	218
0	315
0	0
0	0
178	0
0	1
42	0
0	0
83	0
9	866
20	880
105	880
200	0
0	0
31	177
0	177
225	77
156	11
3	0
2407	7
327	0
0	1
1	1
0	1
0	0
0	0
455	1
159	0
0	17
2	17
0	0
70	92
14	92
0	0
2	1833
2	1561
386	1834
0	0
0	0
1	0
0	110
55	110
87	0
0	0
28	0
1	0
606	4
0	0
27	0
0	1
0	1
222	2
192	0
0	0
15	0
351	3
0	0
38	0
0	0
0	0
102	0
653	1
44	0
404	4592
0	4592
0	1
0	1
0	0
37	118
0	118
0	0
7	5
0	5
2	5
4858	14
1	0
4	0
142	1
0	0
0	0
0	14
27	44
1180	0
2	0
0	35
9	44
0	38
239	9
0	0
23	0
101	3
46	493
266	493
0	0
691	2
9	0
30	5
0	5
0	233
48	233
0	0
11	0
1	2
2	2
1	2
0	2
1387	3
79	113
0	113
167	1
518	2
85	1
0	0
1	0
134	0
487	1
99	131
3	131
274	1
1	18
12	0
0	915
107	915
35	0
0	0
0	0
4	0
11	0
602	0
0	249
0	164
0	169
54	254
581	3
7465	4684
0	0
1	0
34	265
5	265
2	0
13	0
1	0
0	216
0	238
0	219
0	241
386	0
498	2
931	5
237	609
0	607
0	1
4	0
301	1
8	0
3	19
0	19
0	0
550	2
95	0
0	33
0	125
121	125
5	0
75	22
1042	6
110	266
1	266
5	0
14	0
1969	12
2	338
25	338
1020	5
158	0
0	0
0	0
0	1373
2	1373
0	1305
217	0
0	4
0	4
1	0
492	1
22	0
1497	6
69	0
0	20
0	20
51	8
0	21
0	22
15	26
18	327
454	326
360	0
214	0
7	10
0	0
25	11
219	2
0	0
3	51
0	51
0	0
2	0
13	17
0	16
0	0
8	216
157	217
11	23
4	23
36	54
0	54
726	7
494	1
0	0
140	0
425	4
2195	6
1	0
14	0
0	333
116	333
312	0
5	12
3	12
7	1
9	0
335	0
0	0
10	0
1090	5
58	0
87	0
174	1
18	0
4	3
0	0
0	541
36	541
13	9
0	0
0	0
25	13
1816	1353
4	1349
0	3
6	3
325	0
21	149
18	149
0	113
0	113
53	0
0	0
304	1
117	0
0	0
0	0
0	215
21	215
1405	6
634	1
0	3
0	0
0	205
0	205
9	0
217	0
151	6
0	0
12	0
10	0
0	122
0	79
0	122
0	22
7	28
0	28
3	6
96	0
0	0
490	1
2	0
0	0
261	1
380	1
0	201
0	201
63	1
0	0
476	3
6	32
0	21
0	32
160	2
107	1
0	0
657	1
92	40
1	0
3165	12
233	0
0	0
0	0
0	0
58	0
0	2
0	2
13	401
0	401
1591	5
44	0
5	356
7	364
0	364
555	2
0	0
7	0
0	0
456	1
0	252
0	233
0	251
0	229
3	74
23	74
0	1
0	1
252	1749
5	1579
15	1755
0	0
1	185
0	185
316	0
41	3
565	1
82	0
0	52
13	80
0	80
301	0
504	1
0	11
1	11
792	136
57	0
30	0
384	3
2	0
59	0
721	8
353	0
0	0
1122	6
3	2
0	0
45	1
0	17
0	5
0	11
1	17
1475	6
857	4
5	0
115	0
0	0
7	66
0	66
344	2
0	0
528	1
0	746
0	746
259	1
180	2
663	4
7	0
372	1
6	0
581	0
102	3
3	2
0	0
0	170
43	170
447	2
0	0
378	1
478	4
127	277
66	277
1	0
135	0
362	0
25	1
556	0
1	0
1142	21
0	149
7	149
0	0
0	0
60	0
85	0
2460	7
5	29
0	29
0	0
18	373
9	373
3	0
121	0
247	681
28	681
241	0
362	2
126	1
89	0
1337	1
0	0
3	88
74	88
1235	7
531	3
0	0
0	0
0	0
1080	2
7	0
185	2
1881	297
1908	2
1	209
119	209
9	0
1482	4
4	1
0	0
0	0
0	415
9	415
0	0
80	0
0	0
381	2478
4	2478
0	1
1	1
21	0
92	444
0	444
626	1
19	0
0	55
0	55
24	0
2	41
118	41
0	288
428	288
505	618
3	614
8	0
0	128
11	128
0	626
4	626
191	189
125	189
625	0
0	0
3	4
0	4
570	2
8	0
309	1
0	0
25	1
100	0
0	0
510	1
0	0
36	0
291	0
231	0
2	221
0	133
0	175
0	228
10	4
70	1
7	3
85	2
0	13
0	11
2	13
2	0
2	0
285	0
90	0
63	22
1	0
0	0
1692	7
2	0
0	0
1	0
634	6
265	1
461	0
2	238
0	246
1	189
0	5
0	0
224	1
215	1
1	100
40	104
0	105
12	106
2	0
0	0
0	0
1	0
178	0
0	0
19	0
417	0
530	5
58	0
4	0
42	1
16	0
594	2
1	4
1609	4
91	1
5	0
54	97
0	97
87	0
320	1
0	0
151	0
1	0
0	0
1039	3
91	13
126	1
3	0
4712	16
1	0
66	0
171	1
706	1
4	0
0	1
0	1
8	138
0	138
0	490
1	490
1113	2
372	0
0	0
2381	6
0	0
20	0
62	0
0	4327
2	4327
0	0
18	0
5	18
0	18
0	0
662	5
1	0
155	0
440	0
51	820
0	808
536	1
1271	3
445	2
14	0
428	0
313	0
400	2
23	4
140	0
25	0
15	0
629	1
0	56
9	15
0	15
0	1
202	1
0	1372
0	1336
0	1376
0	1304
0	1367
0	1371
0	1332
0	1298
0	1308
0	0
0	0
0	0
2877	4
55	0
0	0
148	662
43	662
10	22
141	0
29	4
481	1
48	1
202	0
0	0
24	0
0	0
2	81
30	81
0	0
489	1
41	1
1841	1042
143	0
1195	1086
158	1
0	0
31	0
396	3
76	59
0	0
1045	6
152	223
222	2
1051	1
0	64
1	64
264	5
0	135
84	135
31	0
22	71
0	71
56	0
27	597
121	597
224	1
32	1614
0	1614
308	15
0	0
0	0
0	0
0	2
0	2
9	0
5	0
0	0
265	1
4	284
134	284
742	763
2	761
76	0
119	2
6	3
9	0
31	0
0	0
457	485
6	483
553	726
80	722
0	0
206	0
5	0
8	608
0	608
30	244
17	244
0	0
1	0
170	4
0	1
221	1
304	1
0	36
0	36
51	1
0	33
0	33
0	0
23	1
97	0
0	0
104	0
2	3
0	0
4	0
0	0
130	0
0	0
0	0
0	48
23	49
264	0
406	1
7	150
0	150
135	3
1713	1
5	204
0	199
0	185
0	177
159	1
0	0
5	0
0	0
386	1
12	3
1216	2171
180	1
1685	2
0	226
0	226
24	0
771	4
328	0
3	7
0	7
4149	297
16	0
0	0
