UniqueCount	AmbigCount
13	0
2363	10
0	0
6	13
0	13
109	402
2	402
4	133
11	133
0	0
2443	8
335	426
67	0
638	1
1	15
0	15
0	378
3	378
159	0
25	0
0	105
0	105
0	0
506	1
0	0
2	565
0	565
1	99
0	100
0	100
0	0
82	1
650	7
86	0
0	0
2	0
288	0
1765	7
229	55
0	1448
3	1448
321	2
214	0
3	0
89	0
0	0
101	22
20	1
1	0
0	0
70	0
77	0
4262	3962
276	0
27	0
460	1
396	1
426	1
0	0
1	0
0	0
0	0
0	0
2	4
5	16
1	16
33	3
0	169
0	169
0	0
0	0
0	0
237	2
278	0
121	5
0	0
0	49
4	48
0	44
52	129
21	128
4	0
5	53
0	53
0	0
1	0
266	4
2	0
320	4
1	0
779	5
17	0
468	5
94	413
7	413
513	1
0	44
5	45
0	44
0	44
0	44
22	60
1	60
80	2
510	4
22	0
104	0
0	834
0	847
0	773
0	760
50	1
56	263
0	178
0	263
0	0
0	0
202	1
1	0
31	0
0	0
73	0
10	1014
17	1027
113	1027
198	2
1	0
30	171
0	170
262	65
144	6
3	0
2256	10
221	2
0	0
0	0
0	0
0	3
0	3
416	3
162	1
0	22
0	22
0	0
43	68
6	68
0	0
3	1728
1	1445
337	1730
0	0
0	0
0	2
0	87
47	87
68	0
0	0
21	0
0	0
590	4
0	0
42	0
0	3
0	3
168	0
205	1
0	0
14	0
286	1
0	0
20	0
0	0
0	0
119	2
514	0
42	1
452	4488
0	4488
0	0
0	0
0	0
49	131
0	131
0	0
10	2
0	7
3	7
5695	32
0	0
13	1
97	0
2	0
0	0
1	5
30	59
1168	0
7	0
0	122
17	139
0	120
188	1
0	0
36	0
95	2
58	510
295	512
0	0
691	3
2	0
23	4
0	4
0	276
27	276
0	0
11	0
2	1
1	1
0	3
0	3
1326	6
95	130
1	129
112	0
476	4
102	0
0	0
1	0
106	0
453	2
115	152
0	152
226	3
1	10
11	0
0	769
92	770
41	0
0	0
0	0
2	0
10	0
532	2
0	253
0	190
0	201
54	264
722	4
6482	3985
0	0
1	1
21	220
3	220
1	0
168	0
0	0
0	174
0	190
0	175
0	191
334	1
503	1
996	2
192	567
1	567
1	1
22	0
236	2
7	0
1	11
0	11
0	0
520	0
86	1
0	25
0	118
113	118
8	0
72	23
911	2
119	250
1	249
14	0
13	0
1713	8
1	400
25	400
1580	5
150	1
1	0
0	0
0	1426
0	1426
0	1383
188	1
0	0
0	0
0	0
432	2
51	0
1360	4
52	0
0	43
0	43
72	14
0	19
0	20
17	21
18	297
415	298
319	2
169	1
14	5
0	0
23	5
258	3
0	0
9	46
0	46
0	0
5	0
11	22
0	20
0	0
4	231
169	232
9	35
9	35
34	56
0	55
710	3
724	6
0	0
138	0
414	1
2325	7
1	0
12	2
0	299
119	299
298	2
7	10
0	10
12	0
18	0
311	1
0	0
8	0
952	4
69	0
90	0
185	2
25	0
15	6
0	0
