UniqueCount	AmbigCount
13	0
2322	17
0	0
12	40
0	40
136	493
8	493
4	139
10	139
0	0
1662	10
303	499
34	2
539	2
0	16
0	16
0	436
4	436
166	0
19	0
0	123
1	123
0	0
504	3
0	0
3	689
0	689
1	139
0	145
1	145
0	0
84	1
621	3
75	1
0	0
1	0
307	4
2003	11
203	68
0	1514
2	1514
435	4
298	0
5	0
90	1
0	0
96	28
29	0
0	0
0	0
58	1
108	0
4364	4092
166	1
57	2
520	4
391	2
391	2
0	3
0	3
0	3
0	0
1	0
1	3
3	21
1	21
22	4
0	174
0	174
0	0
0	0
0	0
347	1
348	4
171	13
0	0
1	77
0	74
0	58
52	140
14	140
3	0
4	44
0	44
1	0
0	0
260	3
4	0
275	2
2	0
598	3
11	0
404	5
91	482
12	482
528	6
0	51
5	51
0	51
0	51
0	51
13	42
2	42
58	2
451	1
45	1
120	0
0	967
0	980
0	885
0	872
74	1
53	326
1	236
0	326
0	0
0	0
208	1
1	2
21	0
0	0
68	1
12	747
11	759
76	757
227	2
0	0
32	181
0	181
286	70
121	4
9	0
2193	15
235	2
0	0
0	0
0	0
0	3
0	3
490	2
159	1
0	17
1	17
0	0
47	63
3	63
0	0
0	1764
0	1468
385	1771
0	0
0	0
1	0
0	91
45	91
72	0
0	0
23	0
1	0
740	8
0	0
31	0
0	4
0	4
189	1
278	0
0	0
8	0
384	4
0	0
24	0
0	0
0	0
151	0
640	5
55	0
464	5360
0	5357
0	0
0	0
0	0
55	144
0	144
0	0
6	2
0	39
10	39
5626	27
2	0
16	0
134	0
0	0
0	0
0	9
30	52
1182	10
9	0
0	81
11	107
0	97
190	7
0	0
51	0
142	3
59	521
265	520
0	0
778	4
2	0
39	5
0	4
0	266
37	266
2	0
7	0
0	1
0	1
1	0
0	0
1746	9
85	123
0	123
127	1
568	1
118	1
0	0
0	0
101	0
443	0
106	122
0	121
294	3
1	10
9	0
0	784
91	784
50	0
0	0
0	0
1	1
23	0
573	4
0	283
0	206
0	218
60	295
836	4
4763	4104
0	1
0	0
29	226
3	226
5	0
105	0
0	0
0	180
0	190
0	180
0	190
378	1
525	2
844	10
206	591
7	590
1	0
66	1
250	1
13	0
3	18
0	18
0	0
468	3
84	1
0	10
0	124
143	124
12	0
70	27
902	7
114	253
0	252
3	0
13	0
1741	18
2	395
27	395
1833	15
154	1
0	0
0	0
0	2163
4	2163
0	2077
171	2
0	2
0	2
0	0
435	4
22	0
1361	7
64	1
0	43
0	43
134	37
0	30
1	32
14	32
27	344
432	346
288	3
202	0
11	3
0	0
39	10
238	0
0	0
9	73
0	73
0	0
3	0
12	18
0	17
0	0
9	204
160	205
13	37
9	37
24	61
0	61
776	5
945	10
0	0
129	0
398	2
2622	12
1	0
9	1
0	280
106	281
270	1
11	18
3	18
19	0
8	0
342	3
0	0
8	0
998	9
82	0
145	2
225	1
24	0
21	10
0	0
0	301
24	301
9	11
2	0
1	0
21	21
2060	1542
0	1538
0	4
19	4
386	1
49	192
14	192
0	121
0	121
63	1
0	0
199	2
94	1
0	0
0	0
0	230
33	230
1498	7
765	4
0	0
0	0
0	160
0	160
15	1
305	4
154	17
0	0
18	0
9	0
0	111
0	71
0	111
0	27
16	37
0	37
11	8
111	0
1	0
481	1
2	0
0	0
269	0
366	3
0	204
0	204
43	5
0	0
511	4
10	33
0	23
2	34
129	0
110	1
0	0
630	6
134	44
0	0
3097	16
192	2
0	0
0	0
0	0
54	0
0	1
0	1
15	352
0	352
1686	9
25	2
3	234
16	243
0	243
628	4
1	0
9	0
0	0
323	2
0	212
0	196
0	211
0	192
0	90
47	90
0	0
0	0
239	1444
7	1308
32	1452
0	0
0	197
0	197
325	2
47	1
666	3
192	3
0	35
17	68
0	68
352	2
385	3
0	22
0	22
687	154
30	0
35	0
318	0
7	0
56	0
814	8
371	3
0	0
1135	12
9	9
0	0
34	0
0	48
0	8
0	41
0	48
1160	10
879	3
4	0
159	2
0	0
31	233
0	233
442	2
0	0
602	3
0	762
0	762
227	0
62	2
667	4
7	0
311	1
3	0
399	4
80	6
0	0
0	0
0	148
47	148
504	3
1	0
427	2
271	3
140	276
74	278
0	0
132	0
427	2
46	1
409	4
1	0
1208	15
0	129
20	129
0	0
0	0
28	0
77	1
1820	16
8	32
0	32
0	0
12	252
8	252
6	0
87	0
281	684
22	684
235	1
430	1
127	0
74	1
1043	4
0	0
5	122
62	122
1091	5
314	4
0	0
0	1
0	1
791	9
12	0
109	1
1523	236
1667	10
1	139
107	140
12	0
1472	11
9	0
0	0
1	0
0	377
10	377
0	0
193	1
0	0
306	2064
5	2060
0	2
1	2
14	0
122	564
0	564
1515	11
31	0
0	56
0	56
31	0
5	43
133	43
0	228
316	232
792	929
6	924
4	0
0	66
0	66
0	486
1	486
207	240
128	239
536	0
1	1
3	5
1	5
487	1
8	0
347	2
0	0
11	0
66	1
0	0
416	3
0	0
25	0
322	2
298	0
2	217
0	128
0	168
0	221
30	16
50	0
7	3
56	0
0	10
0	9
0	10
0	0
2	0
312	2
35	0
77	32
1	0
1	0
1537	12
6	0
0	0
1	0
638	4
266	3
496	2
3	289
0	298
0	200
0	8
0	0
219	1
209	3
0	166
42	171
2	173
26	173
2	0
0	7
0	7
0	0
211	2
0	0
26	0
380	2
614	12
52	0
0	0
53	1
12	0
237	2
0	5
1472	4
94	1
3	0
41	76
0	76
114	0
396	2
2	0
151	0
0	0
1	0
891	4
113	6
112	2
2	0
4555	28
0	0
83	0
181	3
726	5
5	0
0	1
0	1
8	117
0	117
0	395
2	395
1354	8
287	0
0	0
4105	37
0	0
30	1
67	0
0	4322
3	4322
1	1
20	0
5	34
0	34
0	0
594	4
1	1
170	1
408	3
29	892
0	876
550	4
1703	3
403	8
20	1
443	1
296	3
403	1
15	1
164	3
37	0
19	0
551	1
0	66
12	35
0	35
0	0
259	0
0	1082
0	1064
0	1084
0	1030
0	1075
0	1077
0	1062
1	1050
0	1032
1	0
0	0
0	0
2959	13
68	1
0	0
119	596
26	596
10	24
128	1
24	4
519	5
60	1
149	2
0	0
61	0
0	0
0	75
27	75
0	0
475	6
42	1
1782	956
103	0
717	707
113	1
0	0
28	0
445	5
99	112
0	0
1127	6
297	433
201	0
1152	8
0	55
5	55
183	7
0	92
59	92
16	0
17	102
0	102
54	0
19	691
121	691
264	1
31	1590
0	1590
202	6
0	0
0	0
0	0
1	5
0	5
9	1
8	0
0	0
944	4
3	241
107	241
653	728
3	724
31	0
191	3
1	1
4	0
30	0
0	0
412	476
4	474
518	661
81	656
0	0
156	1
4	0
20	782
0	781
35	240
19	240
0	0
0	0
212	6
0	0
186	2
232	0
0	35
0	35
47	2
0	42
0	42
1	0
10	2
107	3
0	0
121	1
14	7
1	0
6	0
0	0
178	1
0	0
0	0
0	67
27	68
222	0
447	3
6	119
0	119
141	0
1741	6
2	169
0	155
0	139
0	122
165	1
12	0
5	3
0	0
287	0
11	4
886	1735
156	1
1281	4
0	218
1	218
33	0
907	5
292	0
3	4
0	4
3279	252
18	0
0	0
1782	10
0	1157
57	1157
100	0
12	0
61	0
312	3
164	2
441	1
227	2
3	0
315	2220
134	2220
13	0
7002	25
213	2
238	4
7	0
0	772
24	772
31	1
0	0
1	440
46	440
0	0
177	0
591	7
17	6
0	0
374	4
77	1
168	1
8	128
0	141
0	135
2	0
12	2
2	1
18	2
116	0
26	0
422	3
2	0
10	59
0	59
0	0
0	2
0	2
44	403
1	403
1627	13
4	132
0	76
1	105
0	122
894	3
13	6
1868	5
66	0
0	0
225	1
25	0
103	0
851	8
54	3
4	604
143	604
171	0
211	1
343	4
0	0
132	155
106	1
0	5
163	12
30	0
190	1
97	1
74	68
979	9
0	0
285	0
0	0
0	0
29	0
0	68
54	68
47	0
569	2
606	3
0	172
44	172
227	2
12	0
403	4
4	0
558	6
131	2
670	4
18	11
473	0
0	15
2	15
0	7
31	7
17	255
28	352
113	352
60	0
320	0
96	1006
0	1004
0	1006
71	2
11	0
6	61
6	0
482	2
7	17
1	17
99	210
0	209
0	1
113	44
39	0
0	0
1326	5
0	0
0	0
0	0
196	3
435	0
6	1
0	0
25	1
3	0
2	1799
366	2181
0	0
19	0
0	0
19	0
4	0
0	80
0	43
11	80
0	43
276	4
0	0
297	1
0	0
652	1
0	0
0	268
0	268
35	1
2657	20
0	4
1	3
0	4
2	0
1	0
142	3
78	1
23	0
48	0
14	2
235	3
454	1
0	287
0	287
139	1
65	1
3	1
115	0
0	0
238	2
0	0
494	8
3	0
200	3
395	4
2282	1289
0	1275
0	131
1	131
0	0
0	0
152	2
228	2
0	138
0	138
13	91
1	91
2	6
155	1
1410	14
0	4
3	4
54	0
76	1
0	0
100	0
1626	5
0	0
344	0
0	405
12	405
0	0
0	0
16	0
0	0
344	3
29	0
3	0
384	4
11	1
1544	8
98	0
56	1
110	0
12	0
11	24
0	0
244	2
49	1
0	0
151	2
104	1
63	3
439	1
265	2
9	3
0	0
394	3
0	65
19	65
234	0
14	0
52	1
0	0
2	3
0	3
59	0
2820	22
1131	2
23	0
0	0
0	0
225	2
7	19
1	19
1	35
0	49
26	0
206	2
861	4
529	2
284	65
0	0
134	1
237	6
1	0
182	0
5	95
6	95
411	3
308	0
0	0
118	0
100	2
130	1
1349	14
5	0
267	4
65	0
11	8
16	291
97	291
225	1
5	0
31	1
10	0
585	2
0	0
369	4
178	1
81	259
2	0
61	259
0	259
392	11
12	294
80	295
9320	65
157	0
0	0
7	81
0	74
0	102
0	84
0	99
62	63
98	63
32	0
20	61
0	61
46	0
163	5
32	0
897	11
0	0
118	1
0	0
3	67
10	67
134	0
184	0
16	8
473	6
97	501
84	502
15	0
31	2
15	0
416	2
145	1
8	140
3	140
4	0
0	1
50	134
139	0
0	61
3	61
43	0
2681	25
0	0
123	1
2	28
2	28
25	0
29	0
204	10
0	0
0	0
60	1
30	0
0	0
70	0
260	32
22	77
11	77
1432	7
0	0
1	0
15	0
5884	53
55	0
325	1
122	1
41	0
1	3
321	1
3292	32
0	1642
32	1642
0	33
50	34
55	1
314	1
0	0
1526	12
567	1
2	0
132	0
77	0
0	0
3579	22
275	1
0	0
6	0
0	0
0	0
191	2
4	0
45	108
0	108
252	3
26	1
100	213
0	213
447	0
221	0
46	0
39	0
349	1
321	4
61	0
228	589
5	626
1	2
383	0
1	0
0	7
3	7
220	64
665	6
0	0
0	0
5	72
12	72
2	0
0	0
0	0
13	18
203	290
0	286
605	2
579	2
2	0
253	4
0	2
0	2
1157	5
20	0
0	0
0	0
558	2
1079	3
114	1
0	0
0	3
0	3
1339	1300
460	0
15	0
77	0
0	0
0	0
359	2
1	0
30	1
611	3
62	0
520	1585
220	1585
1049	4
214	3
0	0
126	1
451	0
0	0
6	0
0	170
37	170
146	973
5	973
279	2
210	530
0	530
170	2
1218	4
0	0
0	13
5	15
64	0
0	0
470	3
95	14
54	3
4	577
211	578
25	0
161	1
362	7
0	645
353	645
0	559
20	559
426	8
0	23
0	0
20	1
0	0
26	0
0	0
1	0
132	0
269	1
13	1
167	0
0	0
368	530
0	0
3	0
906	4
0	10
0	10
58	1
50	87
58	251
6	250
285	0
127	1
22	0
93	0
0	24
0	24
0	0
0	0
24	0
126	17
94	0
275	1
2489	16
425	2
73	0
43	0
10	144
3	0
306	267
35	0
106	1
1	0
0	384
97	384
148	1
12	399
0	399
172	0
12	0
801	4
27	0
0	0
137	1
0	0
4	1
1	0
934	7
43	547
0	547
0	0
18	0
0	4
0	4
373	2
172	30
0	0
1132	10
1877	9
222	1
0	0
3	3
147	2
0	0
319	0
0	131
1	131
0	0
151	2
0	0
25	0
6	0
236	0
723	12
357	2
0	0
3	0
514	2
81	0
8	11
348	1
3522	22
784	5
170	1
0	68
84	69
0	0
26	0
3	0
0	0
0	0
0	142
6	142
416	1
317	3
10	0
286	2
0	0
606	958
13	0
0	258
0	0
0	0
8	292
68	292
655	1
23	0
14	0
5	1
0	0
0	0
6	0
0	0
2	0
756	6
81	0
15	0
0	0
310	2
58	1
1756	16
122	61
125	0
0	0
2057	1334
0	0
350	1
1858	13
351	3
1	0
69	54
2	0
26	503
1	405
37	503
0	0
0	0
58	0
0	0
248	2
0	0
2	117
71	117
22	0
195	2
0	0
710	8
28	429
0	429
0	0
237	2
206	17
0	0
0	0
6320	42
0	0
0	13
0	13
55	0
100	0
507	1
0	0
139	799
18	1118
12	1117
0	0
124	3
115	2
15	1
126	0
1	1
1	358
0	358
131	0
0	0
13	7
376	3
38	208
0	208
2	84
0	84
0	0
0	0
118	1
1	1
127	1
9	11
1	0
353	2
1	11
0	11
0	320
0	320
15	0
63	265
1043	6
4284	29
231	2
8	16
614	2
1	2
0	2
51	1
220	1
2	0
96	1
13	0
46	1380
0	1160
16	1147
5	888
5983	68
3244	31
0	271
0	271
2	264
5	264
202	2631
78	2633
0	0
315	3
1	11
17	11
57	0
2	21
15	2
299	2
203	1
396	2
35	1
1709	18
2508	16
0	5
1019	8
264	0
0	0
9	2
0	0
1044	11
0	0
41	0
0	0
0	0
12	12
2013	6
0	0
14	42
0	42
287	6
79	0
0	0
0	38
10	39
18	0
130	4
127	0
203	3
195	11
2	0
1	12
19	16
64	54
186	2
3	88
0	88
485	0
0	0
0	0
14	0
0	0
1769	17
14	55
0	55
0	0
33	9
5	0
0	0
0	0
80	3
0	0
0	82
0	79
0	82
15	50
0	50
88	6
655	3
784	8
1718	12
1238	3
370	1
3364	23
2	0
39	1
5	0
2	0
3312	21
284	1
24	2
171	7
0	0
22	1
17	0
0	0
205	1
281	1
7	23
1	23
0	0
60	0
0	0
6	9
6	4
1482	15
201	0
0	1
0	1
4	0
1628	1
102	0
570	1
2135	4
23	0
19	2
252	3
0	0
86	0
186	2
17	0
1400	6
0	0
906	3
557	6
0	2
0	2
0	0
0	6
0	6
18	1049
689	1052
0	0
88	0
0	0
105	0
495	1651
22	1649
99	0
0	4
53	0
0	37
1	37
0	37
5	0
1338	10
0	0
0	43
1	43
5	0
16	109
3	109
1	0
634	2
0	0
71	268
0	246
1	267
0	0
453	446
731	444
180	1
0	0
613	4
0	0
20	0
0	0
472	3
202	8
1	0
0	0
1	2
0	2
4	0
641	7
1	0
34	0
6	0
201	2
0	0
30	1
0	0
56	0
8	0
4	2
0	0
74	0
14	0
41	44
9	0
0	0
0	792
16	792
7	55
0	55
0	54
0	0
0	0
0	0
114	2
22	2
0	0
139	368
5	320
37	1
13	0
0	0
205	5
7	0
92	1
6	0
1	0
197	3
3	361
97	363
219	162
0	143
23	0
121	13
25	339
24	339
0	0
0	0
20	0
202	0
0	2
0	2
4	0
0	0
0	0
1	0
5	1
229	1
0	0
1271	4
0	0
0	0
46	1
123	254
0	0
404	1
66	1
1	0
2	0
757	3
801	4
212	359
0	358
3	143
217	143
46	656
0	655
116	1
77	45
0	0
507	4
2	3
668	4
0	0
147	8
1	2
127	3
133	2
0	0
138	2
0	0
31	0
15	8
3450	5823
95	1
0	0
476	3
36	1
0	5
1	4
0	9
61	0
109	0
0	0
7	396
0	396
107	2
301	2
28	0
0	154
50	154
76	8
0	2
0	2
54	0
781	5
11	0
372	13
13	0
0	0
34	0
1	0
3	0
336	2
7	0
19	0
0	56
51	57
4	0
106	169
5	169
0	0
3	17
6	0
5426	14
436	2
104	0
775	1
0	0
6	0
5	0
538	7
266	0
0	0
1032	5
79	3
33	72
0	72
149	1
56	19
1	0
58	0
174	3
42	2
246	1
151	22
107	0
185	2
0	0
89	42
411	2
14	0
34	0
1785	16
74	0
1	0
17181	80
28	0
11	0
64	0
121	1
175	1
158	0
0	0
24	0
503	4
0	0
613	5
382	1
696	4
0	0
925	259
113	0
18	0
24	37
0	0
44	3
9	1
0	0
0	0
2604	17
4	0
75	0
0	0
22	0
386	1
856	3
20	0
0	1
1	1
1268	220
297	0
106	0
1	0
70	0
0	423
29	423
0	0
475	4
3	0
601	4
271	0
4	1
99	0
1470	14
0	20
0	20
748	5
0	0
304	2
9	0
0	0
0	0
107	2
42	0
66	1
132	2
0	0
2	99
24	42
63	100
48	0
3	0
9	0
38	1
3	293
0	281
0	283
0	293
378	3
16	215
7	215
0	0
30	1
948	6
111	2
119	1
357	2
6	0
33	38
14	38
1786	6
0	0
0	0
82	0
0	0
0	0
0	53
0	53
1223	6
371	2
0	0
255	1
28	1
0	0
5135	33
0	0
141	268
0	267
221	56
1	0
0	0
207	0
1	336
164	4
491	6
0	0
0	0
1	0
135	2
878	9
374	1
1	0
7	93
0	0
312	2
227	1
0	0
55	0
0	32
74	0
0	0
34	0
253	2
86	0
0	0
0	0
0	0
0	0
32	15
0	0
0	0
1	0
78	2
2023	9
2	0
15	0
269	3
27	20
505	2
52	0
0	7
1	7
29	1
170	0
11	0
5708	28
99	0
29	0
763	5
0	0
0	951
9	951
223	1
308	2
152	1
2	17
295	3
525	6
246	1
1214	6
36	157
20	157
853	5
288	144
0	49
485	1
1	0
111	32
1	0
0	21
3	21
0	3
0	3
0	0
4	0
0	0
639	7
1903	20
0	2983
180	2989
363	46
54	208
397	6
27	0
129	0
6	0
17	0
70	18
16	0
674	2
1	0
374	5
0	0
0	0
4304	23
338	1
33	47
500	1
928	30
10	0
20	9
0	0
0	0
15	0
514	3
851	3
53	0
57	0
0	0
68	1
1	0
4	0
73	1
1688	6
0	0
0	0
2138	16
73	63
55	2
0	0
834	0
4	0
180	0
392	6
1741	14
74	0
308	8
6	0
2	0
114	6
1218	9
0	0
0	37
6	76
9	76
0	0
10	37
3	37
14	0
93	1
150	3
0	0
0	33
50	83
17	15
12	0
110	1
21	0
0	0
48	2
0	0
1	4
188	1
72	1
11	1
129	1
5	0
0	0
392	3
0	0
217	2
229	0
2	0
0	0
42	0
572	4
10	0
283	2
808	16
34	0
0	0
47	9
84	0
128	2
0	0
376	54
54	0
11	0
0	0
7	1
22	1245
322	1247
28	0
3	0
1655	26
0	10
4	10
28	1
20	0
13	0
61	1
11	1
2	0
214	2
1235	8
11	270
12	271
310	3
282	3
394	4
46	1
375	1
28	0
9	0
0	0
1180	5
109	1
1766	9
452	2
0	543
0	543
20	0
766	57
689	3
31	1
